,Protein,Abundance,Sample,ID
3217,Complement C3 ,0,I-14,P01024
3218,Immunoglobulin heavy variable 4-39 ,0,I-14,P01824
3219,Immunoglobulin heavy constant gamma 4 ,0,I-14,P01861
3220,Immunoglobulin heavy constant alpha 2 ,1,I-14,P01877
3221,Immunoglobulin heavy constant delta ,0,I-14,P01880
3222,Ceruloplasmin ,1,I-14,P00450
3223,Complement factor H ,1,I-14,P08603
3224,Vitamin D-binding protein ,0,I-14,P02774
3225,Alpha-1B-glycoprotein ,1,I-14,P04217
3226,Complement C5 ,0,I-14,P01031
3227,Insulin-like growth factor-binding protein complex acid labile subunit ,0,I-14,P35858
3228,Immunoglobulin kappa variable 3-15 ,0,I-14,P01624
3229,Immunoglobulin kappa constant ,0,I-14,P01834
3230,Immunoglobulin lambda constant 1 ,0,I-14,P0CG04
3231,Immunoglobulin lambda-like polypeptide 5 ,0,I-14,B9A064
3232,Immunoglobulin heavy constant gamma 3 ,1,I-14,P01860
3233,Complement C1q subcomponent subunit B ,0,I-14,P02746
3234,Immunoglobulin heavy variable 3-13 ,0,I-14,P01766
3235,Complement component C8 alpha chain ,0,I-14,P07357
3236,Albumin ,1,I-14,P02768
3237,Inter-alpha-trypsin inhibitor heavy chain H1 ,0,I-14,P19827
3238,Afamin ,0,I-14,P43652
3239,Immunoglobulin kappa variable 4-1 ,0,I-14,P06312
3240,Histidine-rich glycoprotein ,0,I-14,P04196
3241,Immunoglobulin heavy variable 5-51 ,0,I-14,A0A0C4DH38
3242,Immunoglobulin heavy constant gamma 2 ,0,I-14,P01859
3243,Complement C4-A ,1,I-14,P0C0L4
3244,Serotransferrin ,1,I-14,P02787
3245,Alpha-2-macroglobulin ,0,I-14,P01023
3246,Clusterin ,1,I-14 PL,Q15846
3247,Apolipoprotein E ,1,I-14 PL,P02649
3248,Actin  cytoplasmic 2 ,1,I-14 PL,P63261
3249,Heat shock cognate 71 kDa protein ,1,I-14 PL,P11142
3250,Annexin ,1,I-14 PL,O76027
3251,Glyceraldehyde-3-phosphate dehydrogenase ,1,I-14 PL,O14556
3252,Actin  cytoplasmic 1 ,1,I-14 PL,P60709
3253,Heterogeneous nuclear ribonucleoproteins C1/C2 ,1,I-14 PL,P07910
3254,Polyubiquitin-C ,1,I-14 PL,P0CG48
3255,40S ribosomal protein SA ,1,I-14 PL,A0A8I5KQE6
3256,Tubulin alpha-1A chain ,1,I-14 PL,Q71U36
3257,Tubulin alpha-1B chain ,1,I-14 PL,P68363
3258,Cathepsin D ,1,I-14 PL,P07339
3259,Corneodesmosin ,1,I-14 PL,Q15517
3260,Histone H2A ,1,I-14 PL,P04908
3261,Desmoplakin ,1,I-14 PL,P14923
3262,Histone H3 ,1,I-14 PL,P68431
3263,Arginase-1 ,1,I-14 PL,P05089
3264,Coagulation factor V ,1,I-14 PL,P12259
3265,Heterogeneous nuclear ribonucleoprotein U ,1,I-14 PL,Q1KMD3
3266,Heat shock protein HSP 90-alpha ,1,I-14 PL,Q14568
3267,Histone H1.2 ,1,I-14 PL,P16403
3268,Tubulin alpha-1C chain ,1,I-14 PL,Q9BQE3
3269,Tubulin alpha chain ,1,I-14 PL,A6NHL2
3270,Dipeptidyl peptidase 1 ,1,I-14 PL,P53634
3271,Histone H2B type 2-F ,1,I-14 PL,Q5QNW6
3272,Cofilin-1 ,1,I-14 PL,P23528
3273,Polyubiquitin-B ,1,I-14 PL,P0CG47
3274,ATP synthase subunit alpha  mitochondrial ,1,I-14 PL,P25705
3275,Annexin A2 ,1,I-14 PL,A6NMY6
3276,Desmocollin-1 ,1,I-14 PL,Q08554
3277,Dermokine ,1,I-14 PL,Q6E0U4
3278,Histone H4 ,1,I-14 PL,P62805
3279,Histone H1.5 ,1,I-14 PL,P16401
3280,Heat shock protein HSP 90-beta ,1,I-14 PL,Q58FF6
3281,Histone H3.3 ,1,I-14 PL,P84243
3282,Tubulin beta chain ,1,I-14 PL,P07437
3283,Histone H1.3 ,1,I-14 PL,P16402
3284,Histone H1.4 ,1,I-14 PL,P10412
3285,Histone H2A type 2-B ,1,I-14 PL,Q8IUE6
3286,Heat shock protein 75 kDa  mitochondrial ,1,I-14 PL,Q12931
3287,Filaggrin-2 ,1,I-14 PL,Q5D862
3288,Alpha-enolase ,1,I-14 PL,P06733
3289,Lysozyme C ,1,I-14 PL,P61626
3290,Histone H2B ,1,I-14 PL,P06899
3291,Histone H2B type 1-C/E/F/G/I ,1,I-14 PL,P62807
3292,Histone H2B type 1-D ,1,I-14 PL,P58876
3293,Histone H2B type 1-H ,1,I-14 PL,Q93079
3294,Histone H2B type 1-L ,1,I-14 PL,Q99880
3295,Histone H2B type 1-M ,1,I-14 PL,Q99879
3296,Histone H2B type 1-N ,1,I-14 PL,Q99877
3297,Histone H2B type 1-K ,1,I-14 PL,O60814
3298,Histone H2B type F-S ,1,I-14 PL,P57053
3299,Immunoglobulin kappa variable 3D-11 ,1,I-14 PL,A0A0A0MRZ8
3300,Apolipoprotein C-III ,1,I-14 PL,P02656
3301,Dermcidin ,1,I-14 PL,P81605
3302,Ubiquitin-60S ribosomal protein L40 ,1,I-14 PL,P62987
3303,Cofilin-2 ,1,I-14 PL,Q9Y281
3304,L-lactate dehydrogenase A chain ,1,I-14 PL,P00338
3305,C-reactive protein ,1,I-14 PL,P02741
3306,Hornerin ,1,I-14 PL,Q86YZ3
3307,Protein POF1B,1,I-14 PL,Q8WVV4
3308,Histone H3.1t ,1,I-14 PL,Q16695
3309,Histone H3.2 ,1,I-14 PL,Q71DI3
3310,60S ribosomal protein L7a ,1,I-14 PL,P62424
3311,BRI3-binding protein ,1,I-14 PL,Q8WY22
3312,Heterogeneous nuclear ribonucleoprotein C-like 2 ,1,I-14 PL,B2RXH8
3313,Ubiquitin-40S ribosomal protein S27a ,1,I-14 PL,P62979
3314,Apolipoprotein(a) ,1,I-14 PL,P02647
3315,60 kDa heat shock protein  mitochondrial ,1,I-14 PL,P10809
3316,Histone H2AX ,1,I-14 PL,P16104
3317,Histone H2A type 1-D ,1,I-14 PL,P20671
3318,Histone H2A type 1 ,1,I-14 PL,Q99878
3319,Beta-actin-like protein 2 ,1,I-14 PL,Q562R1
3320,Histone H2A type 1-H ,1,I-14 PL,Q96KK5
3321,Histone H2A type 2-A ,1,I-14 PL,Q6FI13
3322,Histone H2A type 2-C ,1,I-14 PL,Q16777
3323,Histone H2A type 1-C ,1,I-14 PL,Q93077
3324,Histone H2A.J ,1,I-14 PL,Q9BTM1
3325,Histone H2A type 3 ,1,I-14 PL,Q7L7L0
3326,Peptidyl-prolyl cis-trans isomerase ,1,I-14 PL,Q5VVH2
3327,Peptidyl-prolyl cis-trans isomerase A ,1,I-14 PL,P62937
3328,Histone H2A type 1-A ,1,I-14 PL,Q96QV6
3329,Immunoglobulin heavy variable 3-64D ,1,I-14 PL,A0A0J9YX35
3330,Heterogeneous nuclear ribonucleoprotein C-like 4 ,1,I-14 PL,P0DMR1
3331,Desmoglein-1 ,1,I-14 PL,Q02413
3332,Lipocalin-1 ,1,I-14 PL,Q5VSP4
3333,Galectin-7 ,1,I-14 PL,P47929
3334,Proteasome subunit alpha type ,1,I-14 PL,Q8TAA3
3335,Plastin-2 ,1,I-14 PL,P13796
3336,T-complex protein 1 subunit delta ,1,I-14 PL,P50991
3337,Elongation factor 1-gamma ,1,I-14 PL,P26641
3338,HCG2029799 ,1,I-14 PL,Q5TEH5
3339,ATPase family AAA domain-containing protein 2B ,1,I-14 PL,Q9ULI0
3340,Nucleoprotein TPR ,1,I-14 PL,P12270
3341,Peroxiredoxin-1 ,1,I-14 PL,Q06830
3342,60S ribosomal protein L6 ,1,I-14 PL,Q02878
3343,Heterogeneous nuclear ribonucleoprotein C-like 1 ,1,I-14 PL,O60812
3344,Heterogeneous nuclear ribonucleoprotein C-like 3 ,1,I-14 PL,B7ZW38
3345,Probable non-functional immunoglobulin heavy variable 3-16 ,1,I-14 PL,A0A0C4DH30
3346,Triosephosphate isomerase ,1,I-14 PL,P60174
3347,60S ribosomal protein L11 ,1,I-14 PL,P62913
3348,Plakophilin-1 ,1,I-14 PL,Q13835
3349,Sarcosine dehydrogenase  mitochondrial ,1,I-14 PL,Q9UL12
3350,Proteasome subunit alpha type-6 ,1,I-14 PL,P60900
3351,60S ribosomal protein L7 ,1,I-14 PL,P18124
3352,Immunoglobulin heavy variable 3-48 ,0,I-14 PL,P01763
3353,Apolipoprotein A-IV ,1,I-14 PL,P06727
3354,Catalase ,1,I-14 PL,P04040
3355,Peroxiredoxin-2 ,1,I-14 PL,P32119
3356,Elongation factor 2 ,1,I-14 PL,P13639
3357,Immunoglobulin heavy variable 5-10-1 ,1,I-14 PL,A0A0J9YXX1
3358,ELAV-like protein 1 ,1,I-14 PL,Q15717
3359,Immunoglobulin heavy variable 3-30-5 ,1,I-14 PL,P0DP03
3360,40S ribosomal protein S21 ,0,I-14 PL,P63220
3361,40S ribosomal protein S25 ,0,I-14 PL,P62851
3362,40S ribosomal protein S6 ,0,I-14 PL,P62753
3363,Alpha-amylase 2B ,0,I-14 PL,P19961
3364,Aspartate aminotransferase  cytoplasmic ,0,I-14 PL,P17174
3365,ATP synthase F(0) complex subunit C3  mitochondrial ,0,I-14 PL,P48201
3366,C4b-binding protein beta chain ,0,I-14 PL,P20851
3367,Calpain-1 catalytic subunit ,0,I-14 PL,P07384
3368,Coiled-coil domain-containing protein 174 ,0,I-14 PL,Q6PII3
3369,Cytosolic 5'-nucleotidase 3A ,0,I-14 PL,Q9H0P0
3370,Disco-interacting protein 2 homolog B ,0,I-14 PL,Q9P265
3371,DNA repair protein REV1 ,0,I-14 PL,Q9UBZ9
3372,Double-stranded RNA-specific editase 1 ,0,I-14 PL,P78563
3373,Dual specificity protein phosphatase CDC14A ,0,I-14 PL,Q9UNH5
3374,Filamin-C ,1,I-14 PL,Q14315
3375,Glucosylceramide transporter ABCA12 ,0,I-14 PL,Q86UK0
3376,Heat shock 70kDa protein 9B (Mortalin-2) ,0,I-14 PL,H0Y8K0
3377,Kinesin-like protein KIF21A ,0,I-14 PL,Q7Z4S6
3378,MICAL-like protein 1 ,0,I-14 PL,Q8N3F8
3379,Myosin-9 ,0,I-14 PL,P35579
3380,Nephrocystin-4 ,0,I-14 PL,O75161
3381,Non-histone chromosomal protein HMG-17 ,0,I-14 PL,P05204
3382,Partitioning defective 3 homolog ,0,I-14 PL,Q8TEW0
3383,PAX-interacting protein 1 ,0,I-14 PL,Q6ZW49
3384,Phosphatidylinositol 3 4 5-trisphosphate-dependent Rac exchanger 1 protein ,0,I-14 PL,Q8TCU6
3385,Protein FAM83G ,0,I-14 PL,A6ND36
3386,Protein phosphatase 1 regulatory inhibitor subunit 16B ,0,I-14 PL,Q96T49
3387,Serpin B12 ,1,I-14 PL,Q96P63
3388,SKI/DACH domain-containing protein 1 ,0,I-14 PL,Q1XH10
3389,Small ubiquitin-related modifier 2 ,0,I-14 PL,P61956
3390,Transketolase ,0,I-14 PL,P51854
3391,Transthyretin ,0,I-14 PL,P02766
3392,Tryptophan--tRNA ligase  ,1,I-14 PL,Q9UGM6
3393,Tyrosine-protein kinase ABL1 ,0,I-14 PL,P00519
3394,Tyrosine-protein kinase ABL2 ,0,I-14 PL,P42684
3395,Zinc finger protein 445 ,0,I-14 PL,P59923
3396,Zinc finger protein castor homolog 1 ,0,I-14 PL,Q86V15
3397,Adapter SH3BGRL ,0,I-14 PL,O75368
3398,ATP-binding cassette sub-family F member 1 ,0,I-14 PL,Q8NE71
3399,Clathrin heavy chain 2 ,0,I-14 PL,P53675
3400,Cohesin subunit SA-3 ,0,I-14 PL,Q9UJ98
3401,Histone H2B type 1-A ,0,I-14 PL,Q96A08
3402,Histone H2B type 2-K1 ,0,I-14 PL,A0A2R8Y619
3403,Midasin ,0,I-14 PL,Q9NU22
3404,POTE ankyrin domain family member F,0,I-14 PL,A5A3E0
3405,Phosphate carrier protein  mitochondrial ,0,I-14 PL,Q00325
3406,Protein Shroom2 ,0,I-14 PL,Q13796
3407,Protein-glutamine gamma-glutamyltransferase K ,1,I-14 PL,P22735
3408,Pyruvate kinase PKM ,0,I-14 PL,P14618
3409,Small proline-rich protein 2G ,0,I-14 PL,Q9BYE4
3410,Small ubiquitin-related modifier 3 ,0,I-14 PL,P55854
3411,Suprabasin ,0,I-14 PL,Q6UWP8
3412,Syndetin ,0,I-14 PL,Q96JG6
3413,Tubulin alpha-3D chain ,0,I-14 PL,P0DPH8
3414,Ubiquitin carboxyl-terminal hydrolase 32 ,0,I-14 PL,Q8NFA0
3415,Vesicle-fusing ATPase ,0,I-14 PL,P46459
3416,Vimentin ,0,I-14 PL,P08670
3417,Alpha-fetoprotein ,0,I-14 PL,P02771
3418,Coagulation factor X ,0,I-14 PL,P00742
3419,Immunoglobulin lambda variable 9-49 ,0,I-14 PL,A0A0B4J1Y8
3420,10 kDa heat shock protein  mitochondrial ,0,I-14 PL,P61604
3421,Adenosylhomocysteinase ,0,I-14 PL,P23526
3422,Diphosphoinositol polyphosphate phosphohydrolase 2 ,0,I-14 PL,Q9NZJ9
3423,Dynein axonemal heavy chain 1 ,0,I-14 PL,Q9P2D7
3424,GTP-binding nuclear protein Ran ,0,I-14 PL,P62826
3425,HCG40295 ,1,I-14 PL,F6WE04
3426,Heat shock 70 kDa protein 6 ,0,I-14 PL,P17066
3427,Histone acetyltransferase KAT6B ,0,I-14 PL,Q8WYB5
3428,Isocitrate dehydrogenase [NAD] subunit alpha  mitochondrial ,0,I-14 PL,P50213
3429,Isocitrate dehydrogenase [NADP] cytoplasmic ,0,I-14 PL,O75874
3430,Nebulin ,0,I-14 PL,P20929
3431,Prohibitin ,0,I-14 PL,P35232
3432,Protein disulfide-isomerase A3 ,0,I-14 PL,P30101
3433,Protein FAM135A ,1,I-14 PL,Q9P2D6
3434,Ras-related protein Rab-5A ,0,I-14 PL,P20339
3435,Talin-2 ,0,I-14 PL,Q9Y4G6
3436,C1q domain-containing protein,0,I-14 PL,Q6IMN6
3437,Retinol-binding protein 4 ,0,I-14 PL,P02753
3438,IgGFc-binding protein ,0,I-14 PL,Q9Y6R7
3439,Glial fibrillary acidic protein  ,1,I-14 PL,P14136
3440,HAUS augmin-like complex subunit 3 ,0,I-14 PL,Q68CZ6
3441,Heat shock 70 kDa protein 1A ,0,I-14 PL,P0DMV8
3442,Histone H2B type 3-B ,0,I-14 PL,Q8N257
3443,Immunoglobulin lambda variable 1-44 ,0,I-14 PL,P01699
3444,Interleukin-1 receptor accessory protein ,0,I-14 PL,Q9NZN1
3445,Protein S100-A7 ,0,I-14 PL,P31151
3446,Tumor protein D52 ,0,I-14 PL,P55327
3447,Zinc finger MYND domain-containing protein 11 ,0,I-14 PL,Q15326
3448,Aspartate aminotransferase  mitochondrial ,0,I-14 PL,P00505
3449,ATP synthase F(0) complex subunit C1  mitochondrial ,0,I-14 PL,P05496
3450,ATP synthase F(0) complex subunit C2  mitochondrial ,0,I-14 PL,Q06055
3451,ATP-binding cassette sub-family G member 4 ,0,I-14 PL,Q9H172
3452,Chondroitin sulfate synthase 3 ,1,I-14 PL,Q70JA7
3453,Fibrinogen beta chain ,0,I-14 PL,P02675
3454,Fructose-bisphosphate aldolase A ,0,I-14 PL,P04075
3455,Gamma-enolase ,0,I-14 PL,P09104
3456,Histone H2B type 1-B ,0,I-14 PL,P33778
3457,Histone H2B type 2-E ,0,I-14 PL,Q16778
3458,Immunoglobulin heavy variable 2-70D ,0,I-14 PL,A0A0C4DH43
3459,Immunoglobulin kappa joining 1 ,0,I-14 PL,A0A0A0MT89
3460,Microtubule-associated serine/threonine-protein kinase 3 ,0,I-14 PL,O60307
3461,POTE ankyrin domain family member I,0,I-14 PL,P0CG38
3462,Ras-related protein Rab-5C ,0,I-14 PL,P51148
3463,S-adenosylmethionine synthase ,0,I-14 PL,P31153
3464,Serine/arginine-rich splicing factor 3 ,0,I-14 PL,P84103
3465,Small nuclear ribonucleoprotein Sm D3 ,0,I-14 PL,P62318
3466,T-complex protein 1 subunit theta ,0,I-14 PL,Q96SF2
3467,Calmodulin-like protein 5 ,0,I-14 PL,Q9NZT1
3468,Chloride intracellular channel protein 1 ,1,I-14 PL,O00299
3469,Inactive pancreatic lipase-related protein 1 ,1,I-14 PL,P54315
3470,Methyl-CpG-binding domain protein 5 ,0,I-14 PL,Q9P267
3471,Myelin expression factor 2 ,0,I-14 PL,Q9P2K5
3472,Proline-rich protein 36 ,0,I-14 PL,Q9H6K5
3473,RPL22 ,0,I-14 PL,P35268
3474,Tubulin beta-4B chain ,0,I-14 PL,P68371
3475,Ubiquitin-protein ligase E3B ,1,I-14 PL,Q7Z3V4
3476,Bridge-like lipid transfer protein family member 2  ,0,I-14 PL,Q14667
3477,Dynein regulatory complex protein 10 ,0,I-14 PL,Q96DY2
3478,Fructose-bisphosphate aldolase ,0,I-14 PL,P05062
3479,Glutamine synthetase ,0,I-14 PL,P15104
3480,Hypoxia-inducible factor 3-alpha ,0,I-14 PL,Q9Y2N7
3481,Polyadenylate-binding protein ,0,I-14 PL,Q4VXU2
3482,Pyruvate kinase ,0,I-14 PL,P30613
3483,Ras-related protein Rab-5B ,0,I-14 PL,P61020
3484,26S proteasome regulatory subunit 4 ,0,I-14 PL,P62191
3485,Aconitate hydratase  mitochondrial ,0,I-14 PL,Q99798
3486,Hemoglobin subunit beta ,0,I-14 PL,P68871
3487,MAP kinase-activating death domain protein ,0,I-14 PL,Q8WXG6
3488,Myosin light polypeptide 6 ,0,I-14 PL,P60660
3489,Prolactin-inducible protein ,1,I-14 PL,P12273
3490,Rho family-interacting cell polarization regulator 1 ,0,I-14 PL,Q6ZS17
3491,Ribosome biogenesis protein SPATA5 ,0,I-14 PL,Q8NB90
3492,Serpin B3 ,0,I-14 PL,P29508
3493,Tubby protein homolog ,0,I-14 PL,P50607
3494,Uncharacterized protein KIAA0825 ,0,I-14 PL,Q8IV33
3495,Zymogen granule protein 16 homolog B ,0,I-14 PL,Q96DA0
3496,Four and a half LIM domains protein 1  ,0,I-14 PL,Q13642
3497,Immunoglobulin heavy variable 2-70 ,0,I-14 PL,P01814
3498,Mucin-19 ,0,I-14 PL,Q7Z5P9
3499,Perilipin-3 ,0,I-14 PL,O60664
3500,Proline-serine-threonine phosphatase-interacting protein 2 ,1,I-14 PL,Q9H939
3501,Acyl-coenzyme A thioesterase 8 ,0,I-14 PL,O14734
3502,Cystatin-B ,0,I-14 PL,P04080
3503,Moesin ,0,I-14 PL,P26038
3504,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha ,0,I-14 PL,O00443
3505,Tubby-like protein ,1,I-14 PL,O00294
3506,Apolipoprotein C-II ,0,I-14 PL,P02655
3507,Beta-enolase ,0,I-14 PL,P13929
3508,Citrate synthase  ,0,I-14 PL,O75390
3509,Ezrin ,0,I-14 PL,P15311
3510,Nesprin-2 ,0,I-14 PL,Q8WXH0
3511,Protein unc-80 homolog ,0,I-14 PL,Q8N2C7
3512,Protocadherin Fat 4 ,0,I-14 PL,Q6V0I7
3513,Retroviral-like aspartic protease 1 ,0,I-14 PL,Q53RT3
3514,Tryptophan--tRNA ligase  cytoplasmic ,1,I-14 PL,P23381
3515,Extracellular matrix protein 1 ,1,I-14 PL,Q16610
3516,EH domain-binding protein 1-like protein 1 ,0,I-14 PL,Q8N3D4
3517,FERM and PDZ domain-containing protein 1 ,0,I-14 PL,Q5SYB0
3518,Sulfhydryl oxidase 1 ,0,I-14 PL,O00391
3519,Collagen alpha-2(XI) chain ,0,I-14 PL,P13942
3520,Glycine--tRNA ligase ,0,I-14 PL,P41250
3521,Protein SON,0,I-14 PL,P18583
3522,TSC22 domain family protein 2 ,0,I-14 PL,O75157
3523,Tubulin beta-8 chain ,0,I-14 PL,Q3ZCM7
3524,Stress-70 protein  mitochondrial ,0,I-14 PL,P38646
3525,Dedicator of cytokinesis protein 1 ,0,I-14 PL,Q14185
3526,Immunoglobulin heavy variable 3-73 ,0,I-14 PL,A0A0B4J1V6
3527,Immunoglobulin heavy variable 3-64 ,0,I-14 PL,A0A075B6Q5
3528,Proline/serine-rich coiled-coil protein 1 ,0,I-14 PL,Q6PGN9
3529,SERPIN domain-containing protein  ,0,I-14 PL,A8MTL9
3530,Deleted in malignant brain tumors 1 protein ,0,I-14 PL,Q9UGM3
3531,Immunoglobulin lambda variable 1-40 ,0,I-14 PL,P01703
3532,NCK-interacting protein with SH3 domain ,0,I-14 PL,Q9NZQ3
3533,Submaxillary gland androgen-regulated protein 3B ,0,I-14 PL,P02814
3534,T-complex protein 1 subunit gamma ,0,I-14 PL,P49368
3535,Clathrin coat assembly protein AP180 ,0,I-14 PL,O60641
3536,78 kDa glucose-regulated protein ,0,I-14 PL,P11021
3537,Bleomycin hydrolase ,0,I-14 PL,Q13867
3538,Immunoglobulin kappa variable 3D-15 ,0,I-14 PL,A0A087WSY6
3539,Protein S100-A9 ,0,I-14 PL,P06702
3540,Ras-related protein Rab-7a ,0,I-14 PL,P51149
3541,DNA replication licensing factor MCM4 ,0,I-14 PL,P33991
3542,Fibrinogen alpha chain ,0,I-14 PL,P02671
3543,Protein S100-A8 ,1,I-14 PL,P05109
3544,Fermitin family homolog 3 ,1,I-14 PL,Q86UX7
3545,Fibrinogen gamma chain ,1,I-14 PL,P02679
3546,26S proteasome regulatory subunit 8 ,0,I-14 PL,P62195
3547,Propionyl-CoA carboxylase beta chain  mitochondrial ,0,I-14 PL,P05166
3548,Immunoglobulin kappa variable 6-21 ,1,I-14 PL,A0A0C4DH24
3549,14-3-3 protein zeta/delta ,0,I-14 PL,P63104
3550,Immunoglobulin lambda variable 3-19 ,0,I-14 PL,P01714
3551,POTE ankyrin domain family member E,0,I-14 PL,Q6S8J3
3552,Putative beta-actin-like protein 3 ,0,I-14 PL,Q9BYX7
3553,Protein disulfide-isomerase ,0,I-14 PL,Q14554
3554,Phosphoglycerate kinase 1 ,0,I-14 PL,P00558
3555,Talin-1 ,1,I-14 PL,Q9Y490
3556,Tetratricopeptide repeat protein 39A ,1,I-14 PL,Q5SRH9
3557,Complement component C8 gamma chain ,1,I-14 PL,P07360
3558,Profilin-1 ,0,I-14 PL,P07737
3559,Hemicentin-2 ,0,I-14 PL,Q8NDA2
3560,Eukaryotic initiation factor 4A-I ,0,I-14 PL,P60842
3561,Glutathione peroxidase 3 ,1,I-14 PL,P22352
3562,RNA helicase ,0,I-14 PL,Q14562
3563,Glutathione S-transferase ,0,I-14 PL,O15217
3564,Glutathione S-transferase P ,0,I-14 PL,P09211
3565,GTP-binding protein SAR1a ,1,I-14 PL,Q9NR31
3566,Immunoglobulin heavy variable 1-69 ,1,I-14 PL,A0A0G2JMI3
3567,14-3-3 protein sigma ,0,I-14 PL,P31947
3568,60S ribosomal protein L22 ,0,I-14 PL,Q6P5R6
3569,ATP-binding cassette sub-family B member 5 ,0,I-14 PL,Q2M3G0
3570,Phosphatidylcholine translocator ABCB4 ,0,I-14 PL,P21439
3571,40S ribosomal protein S8 ,0,I-14 PL,P62241
3572,GTP-binding protein SAR1b ,1,I-14 PL,Q9Y6B6
3573,Heterogeneous nuclear ribonucleoprotein A1 ,0,I-14 PL,A0A2R8Y4L2
3574,Tubulin beta-4A chain ,0,I-14 PL,P04350
3575,Immunoglobulin kappa variable 1-9 ,1,I-14 PL,A0A0C4DH69
3576,Dystonin ,0,I-14 PL,Q03001
3577,Radixin ,0,I-14 PL,P35241
3578,BPI fold-containing family B member 1 ,1,I-14 PL,Q8TDL5
3579,Properdin ,1,I-14 PL,P27918
3580,Eukaryotic initiation factor 4A-II ,0,I-14 PL,Q14240
3581,Probable non-functional immunoglobulin heavy variable 3-35 ,1,I-14 PL,A0A0C4DH35
3582,Immunoglobulin heavy variable 4-31 ,1,I-14 PL,P0DP07
3583,Immunoglobulin heavy variable 4-30-2 ,1,I-14 PL,A0A087WSY4
3584,Elongation factor 1-delta ,0,I-14 PL,P29692
3585,Sushi domain-containing protein,1,I-14 PL,Q6UWL2
3586,Immunoglobulin kappa variable 1D-12 ,0,I-14 PL,P01611
3587,Immunoglobulin heavy variable 4-59 ,1,I-14 PL,P01825
3588,Immunoglobulin heavy variable 4-34 ,1,I-14 PL,P06331
3589,Immunoglobulin heavy variable 4-61 ,1,I-14 PL,A0A0C4DH41
3590,TAR DNA-binding protein 43 ,0,I-14 PL,Q13148
3591,Immunoglobulin heavy variable 3-53 ,0,I-14 PL,P01767
3592,Immunoglobulin heavy variable 4-30-4 ,1,I-14 PL,P0DP06
3593,ATP synthase subunit beta  mitochondrial ,0,I-14 PL,P06576
3594,Immunoglobulin heavy variable 3-66 ,0,I-14 PL,A0A0C4DH42
3595,Immunoglobulin kappa variable 1-12 ,0,I-14 PL,A0A0C4DH73
3596,Immunoglobulin lambda variable 3-9 ,1,I-14 PL,A0A075B6K5
3597,Immunoglobulin heavy variable 3-11 ,0,I-14 PL,P01762
3598,Heat shock protein beta-1 ,0,I-14 PL,P04792
3599,Immunoglobulin kappa variable 2-28 ,0,I-14 PL,A0A075B6P5
3600,Immunoglobulin kappa variable 2D-26 ,0,I-14 PL,A0A0A0MRZ7
3601,Immunoglobulin kappa variable 2D-28 ,0,I-14 PL,P01615
3602,Immunoglobulin lambda constant 6 ,0,I-14 PL,P0CF74
3603,Immunoglobulin lambda variable 3-25 ,1,I-14 PL,P01717
3604,Immunoglobulin heavy variable 2-26 ,0,I-14 PL,A0A0B4J1V2
3605,Immunoglobulin lambda variable 8-61 ,0,I-14 PL,A0A075B6I0
3606,Leucine-rich alpha-2-glycoprotein ,0,I-14 PL,P02750
3607,Cholesteryl ester transfer protein ,0,I-14 PL,P11597
3608,Immunoglobulin kappa variable 6D-21 ,0,I-14 PL,A0A0A0MT36
3609,Immunoglobulin lambda variable 2-18 ,0,I-14 PL,A0A075B6J9
3610,Immunoglobulin heavy variable 4-28 ,0,I-14 PL,A0A0C4DH34
3611,Immunoglobulin lambda variable 6-57 ,0,I-14 PL,P01721
3612,SH3 and multiple ankyrin repeat domains protein 1 ,0,I-14 PL,Q9Y566
3613,Apolipoprotein M ,0,I-14 PL,O95445
3614,Adiponectin ,0,I-14 PL,Q86V24
3615,Immunoglobulin heavy variable 1-24 ,0,I-14 PL,A0A0C4DH33
3616,Uncharacterized protein ZSWIM9 ,0,I-14 PL,Q86XI8
3617,Apolipoprotein A-II ,1,I-14 PL,P02652
3618,Alpha-1-acid glycoprotein 2 ,0,I-14 PL,P19652
3619,Immunoglobulin kappa variable 2-24 ,1,I-14 PL,A0A0C4DH68
3620,Complement factor D ,0,I-14 PL,P00746
3621,Immunoglobulin kappa variable 1D-16 ,1,I-14 PL,P01601
3622,Immunoglobulin heavy variable 7-4-1 ,0,I-14 PL,A0A0J9YVY3
3623,Beta-Ala-His dipeptidase ,1,I-14 PL,Q96KN2
3624,Coagulation factor XIII A chain ,0,I-14 PL,P00488
3625,Selenoprotein P ,0,I-14 PL,P49908
3626,Coagulation factor IX ,1,I-14 PL,P00740
3627,Transferrin receptor protein 1 ,0,I-14 PL,P02786
3628,Probable non-functional immunoglobulin kappa variable 2D-24 ,1,I-14 PL,A0A075B6R9
3629,Immunoglobulin lambda variable 1-51 ,0,I-14 PL,P01701
3630,Pigment epithelium-derived factor ,0,I-14 PL,P36955
3631,Immunoglobulin kappa variable 1-17 ,1,I-14 PL,P01599
3632,Complement C1q subcomponent subunit C ,0,I-14 PL,P02747
3633,Galectin-3-binding protein ,0,I-14 PL,A6NE02
3634,Immunoglobulin kappa variable 2D-30 ,0,I-14 PL,A0A075B6S6
3635,Immunoglobulin kappa variable 2D-29 ,0,I-14 PL,A0A075B6S2
3636,Immunoglobulin kappa variable 2-29 ,0,I-14 PL,A2NJV5
